V_flux,V_flux_err,V_mag,V_mag_err,I_flux,I_flux_err,I_mag,I_mag_err,V_minus_I,color_err,X_pos,Y_pos,Main_Sequence
817.5963,9.9838,18.7226,0.0133,602.7000,4.5804,17.7482,0.0083,0.9743,0.0156,928.0000,2277.0000,False
817.4590,9.9743,18.7227,0.0132,557.9087,4.0740,17.8321,0.0079,0.8906,0.0154,3393.0000,2722.0000,False
814.6013,47.2453,18.7265,0.0630,588.8517,28.2159,17.7735,0.0520,0.9531,0.0817,1182.0000,3011.0000,False
812.7194,85.1568,18.7290,0.1138,590.2616,66.0277,17.7709,0.1215,0.9582,0.1664,2619.0000,2675.0000,False
811.3813,9.7503,18.7308,0.0130,461.6656,3.3556,18.0377,0.0079,0.6932,0.0152,4454.0000,3407.0000,False
810.3670,9.7345,18.7322,0.0130,454.4221,3.2547,18.0549,0.0078,0.6773,0.0152,4360.0000,1638.0000,False
809.9926,9.7314,18.7327,0.0130,456.3993,3.2694,18.0501,0.0078,0.6826,0.0152,1967.0000,1539.0000,False
809.0073,9.7629,18.7340,0.0131,467.0410,3.4340,18.0251,0.0080,0.7089,0.0153,3932.0000,3666.0000,False
808.5621,9.8271,18.7346,0.0132,488.1663,3.5627,17.9771,0.0079,0.7575,0.0154,3906.0000,845.0000,False
808.2695,9.9709,18.7350,0.0134,518.2325,3.7520,17.9122,0.0079,0.8228,0.0155,1525.0000,3431.0000,False
803.2507,9.6339,18.7418,0.0130,399.7996,2.8724,18.1939,0.0078,0.5479,0.0152,1925.0000,4399.0000,False
793.9716,9.6017,18.7544,0.0131,529.0802,3.7714,17.8897,0.0077,0.8647,0.0152,1651.0000,802.0000,False
789.5471,9.5126,18.7605,0.0131,441.2457,3.2061,18.0868,0.0079,0.6737,0.0153,1864.0000,4973.0000,False
787.9077,9.4829,18.7627,0.0131,452.9188,3.2474,18.0584,0.0078,0.7043,0.0152,4883.0000,5198.0000,False
787.1870,9.5619,18.7637,0.0132,579.3357,4.1810,17.7912,0.0078,0.9725,0.0153,2314.0000,2505.0000,False
786.5578,9.5139,18.7646,0.0131,473.8674,3.4647,18.0094,0.0079,0.7552,0.0153,1272.0000,1153.0000,False
786.1914,9.5246,18.7651,0.0132,553.2377,3.9586,17.8412,0.0078,0.9239,0.0153,2752.0000,426.0000,False
781.5131,9.4894,18.7716,0.0132,572.8558,4.1271,17.8034,0.0078,0.9682,0.0153,2222.0000,2491.0000,False
772.2853,9.3681,18.7845,0.0132,509.3985,3.7339,17.9309,0.0080,0.8536,0.0154,321.0000,2210.0000,False
770.0940,9.2696,18.7875,0.0131,431.7739,3.1444,18.1104,0.0079,0.6772,0.0153,2924.0000,4788.0000,False
767.5044,9.2091,18.7912,0.0130,448.8356,3.2260,18.0683,0.0078,0.7229,0.0152,4630.0000,5343.0000,False
765.5711,9.1971,18.7939,0.0130,445.2518,3.1824,18.0770,0.0078,0.7170,0.0152,2137.0000,1931.0000,False
761.9457,9.1562,18.7991,0.0130,427.3294,3.1945,18.1216,0.0081,0.6775,0.0154,3471.0000,4544.0000,False
761.5312,9.1459,18.7997,0.0130,527.0660,3.8039,17.8938,0.0078,0.9058,0.0152,1413.0000,2843.0000,False
759.6089,9.1140,18.8024,0.0130,419.8725,3.0007,18.1407,0.0078,0.6617,0.0152,2357.0000,5160.0000,False
757.4994,9.1091,18.8054,0.0131,469.9651,3.3853,18.0183,0.0078,0.7871,0.0152,2190.0000,5141.0000,False
754.6356,9.0572,18.8096,0.0130,435.5498,3.1345,18.1009,0.0078,0.7087,0.0152,3184.0000,5469.0000,False
749.3900,9.0083,18.8171,0.0131,422.2051,3.0473,18.1347,0.0078,0.6824,0.0152,1477.0000,2392.0000,False
748.9065,9.1763,18.8178,0.0133,513.0546,3.7447,17.9231,0.0079,0.8947,0.0155,705.0000,2981.0000,False
748.8293,9.0622,18.8179,0.0131,475.6833,3.4505,18.0052,0.0079,0.8127,0.0153,4021.0000,4168.0000,False
748.4657,9.0316,18.8185,0.0131,471.4891,3.3905,18.0148,0.0078,0.8036,0.0153,2025.0000,3815.0000,False
747.9150,9.0345,18.8193,0.0131,493.9547,3.6267,17.9643,0.0080,0.8550,0.0153,1838.0000,814.0000,False
744.9139,9.0041,18.8236,0.0131,449.9032,3.2426,18.0657,0.0078,0.7579,0.0153,2299.0000,333.0000,False
743.0026,8.9272,18.8264,0.0130,410.2470,2.9460,18.1659,0.0078,0.6605,0.0152,1840.0000,1914.0000,False
741.5945,8.9157,18.8285,0.0131,456.9469,3.2802,18.0488,0.0078,0.7796,0.0152,2558.0000,3219.0000,False
731.4021,98.2901,18.8435,0.1459,222.1819,1.5852,18.8317,0.0077,0.0118,0.1461,1798.0000,2361.0000,False
731.2466,8.8110,18.8437,0.0131,389.3687,2.8597,18.2226,0.0080,0.6211,0.0153,1845.0000,5159.0000,False
728.7882,8.7537,18.8474,0.0130,437.0801,3.1405,18.0971,0.0078,0.7503,0.0152,4908.0000,4471.0000,False
727.7753,8.7426,18.8489,0.0130,390.2511,2.8492,18.2201,0.0079,0.6288,0.0153,3381.0000,4885.0000,False
723.9011,9.3050,18.8547,0.0140,414.0500,3.7760,18.1559,0.0099,0.6988,0.0171,4276.0000,2222.0000,False
723.4731,8.7315,18.8553,0.0131,419.4379,3.0609,18.1418,0.0079,0.7135,0.0153,1034.0000,3854.0000,False
720.4131,8.6893,18.8599,0.0131,423.6939,3.0405,18.1309,0.0078,0.7291,0.0152,1832.0000,1235.0000,False
719.7446,8.6649,18.8610,0.0131,418.0295,3.0266,18.1455,0.0079,0.7155,0.0153,3302.0000,2659.0000,False
719.6788,8.6418,18.8611,0.0130,419.2789,2.9934,18.1422,0.0078,0.7188,0.0152,4247.0000,4963.0000,False
719.0595,8.6373,18.8620,0.0130,205.7837,1.5068,18.9150,0.0080,-0.0530,0.0153,2252.0000,3095.0000,False
717.7035,8.6158,18.8640,0.0130,414.7651,3.0297,18.1540,0.0079,0.7100,0.0153,3297.0000,5253.0000,False
714.6461,8.5745,18.8687,0.0130,405.9904,2.8970,18.1772,0.0077,0.6915,0.0152,4638.0000,5016.0000,False
707.7500,8.5470,18.8792,0.0131,446.0694,3.2053,18.0750,0.0078,0.8042,0.0153,1689.0000,265.0000,False
703.1487,8.4646,18.8863,0.0131,366.7813,2.7191,18.2875,0.0080,0.5988,0.0153,4983.0000,2650.0000,False
700.5423,8.4607,18.8903,0.0131,466.3490,3.4262,18.0267,0.0080,0.8636,0.0153,1091.0000,2934.0000,False
697.3739,8.3882,18.8952,0.0131,415.8661,3.1599,18.1511,0.0082,0.7441,0.0154,3520.0000,3469.0000,False
696.1816,9.9695,18.8971,0.0155,404.0490,5.1563,18.1824,0.0139,0.7147,0.0208,2709.0000,2843.0000,False
695.8984,56.3183,18.8975,0.0879,461.1551,36.9021,18.0389,0.0869,0.8587,0.1236,1187.0000,3002.0000,False
691.6147,8.3295,18.9042,0.0131,319.1602,2.3257,18.4385,0.0079,0.4658,0.0153,1248.0000,2753.0000,False
690.7935,8.3401,18.9055,0.0131,401.5188,2.9357,18.1892,0.0079,0.7163,0.0153,1488.0000,2994.0000,False
690.4750,8.3421,18.9060,0.0131,397.0921,2.8910,18.2013,0.0079,0.7048,0.0153,4776.0000,3310.0000,False
688.2695,8.2960,18.9095,0.0131,434.7962,3.1148,18.1028,0.0078,0.8067,0.0152,2296.0000,3291.0000,False
688.0004,8.3202,18.9099,0.0131,422.0925,3.0516,18.1350,0.0078,0.7749,0.0153,3921.0000,3581.0000,False
685.8832,8.4232,18.9133,0.0133,375.2760,2.7735,18.2626,0.0080,0.6507,0.0156,317.0000,3615.0000,False
684.3660,8.2352,18.9157,0.0131,429.4072,3.0992,18.1163,0.0078,0.7994,0.0152,1700.0000,2853.0000,False
684.0132,8.2380,18.9162,0.0131,470.3932,3.3436,18.0173,0.0077,0.8989,0.0152,4105.0000,2395.0000,False
683.4613,8.2193,18.9171,0.0131,405.2740,2.9144,18.1791,0.0078,0.7380,0.0152,2575.0000,4215.0000,False
683.2811,8.2141,18.9174,0.0131,418.6731,2.9936,18.1438,0.0078,0.7736,0.0152,3460.0000,4165.0000,False
682.6464,8.2251,18.9184,0.0131,407.1415,2.9697,18.1741,0.0079,0.7443,0.0153,1456.0000,1002.0000,False
680.8595,8.1750,18.9213,0.0130,393.5572,2.8325,18.2110,0.0078,0.7103,0.0152,4643.0000,4749.0000,False
675.7249,8.1573,18.9295,0.0131,388.2039,5.6312,18.2259,0.0157,0.7036,0.0205,1020.0000,1288.0000,False
671.8853,8.1927,18.9357,0.0132,396.4410,2.8459,18.2031,0.0078,0.7326,0.0154,4382.0000,2718.0000,False
670.4501,8.3612,18.9380,0.0135,410.9827,3.2211,18.1639,0.0085,0.7740,0.0160,3442.0000,3762.0000,False
669.9790,8.0688,18.9387,0.0131,399.1754,2.9202,18.1956,0.0079,0.7432,0.0153,1850.0000,1607.0000,False
666.8915,8.0170,18.9438,0.0131,416.8904,2.9926,18.1484,0.0078,0.7953,0.0152,1637.0000,4399.0000,False
664.9426,8.0054,18.9469,0.0131,380.0234,2.7266,18.2490,0.0078,0.6980,0.0152,4211.0000,1616.0000,False
661.6291,7.9619,18.9524,0.0131,304.3005,2.2417,18.4902,0.0080,0.4621,0.0153,256.0000,1549.0000,False
660.9075,7.9957,18.9535,0.0131,383.0473,2.7676,18.2404,0.0078,0.7132,0.0153,3525.0000,686.0000,False
659.2649,8.0107,18.9563,0.0132,413.6468,2.9981,18.1569,0.0079,0.7993,0.0154,834.0000,2278.0000,False
655.4958,7.9091,18.9625,0.0131,420.5334,3.0198,18.1390,0.0078,0.8235,0.0152,2468.0000,2065.0000,False
654.9833,7.9110,18.9633,0.0131,393.5880,2.8206,18.2109,0.0078,0.7524,0.0152,2876.0000,531.0000,False
653.6047,7.8862,18.9656,0.0131,418.3404,3.0029,18.1447,0.0078,0.8209,0.0152,4009.0000,1898.0000,False
652.1457,7.8474,18.9680,0.0131,394.9691,2.8367,18.2071,0.0078,0.7609,0.0152,4190.0000,3697.0000,False
651.2357,7.8468,18.9696,0.0131,379.8360,2.7475,18.2495,0.0079,0.7200,0.0153,4019.0000,3355.0000,False
648.7351,7.8007,18.9737,0.0131,404.2440,2.8915,18.1819,0.0078,0.7918,0.0152,2129.0000,2259.0000,False
646.4365,7.7747,18.9776,0.0131,373.2269,2.7049,18.2686,0.0079,0.7090,0.0152,3828.0000,4603.0000,False
641.5015,7.7096,18.9859,0.0130,365.9577,2.6755,18.2899,0.0079,0.6960,0.0153,4204.0000,4457.0000,False
640.6604,7.7151,18.9873,0.0131,374.1601,2.7076,18.2659,0.0079,0.7215,0.0153,4307.0000,3847.0000,False
640.1170,7.6876,18.9883,0.0130,377.9602,2.7141,18.2549,0.0078,0.7334,0.0152,4119.0000,4589.0000,False
639.3432,7.7093,18.9896,0.0131,375.5599,2.6823,18.2618,0.0078,0.7278,0.0152,3010.0000,840.0000,False
639.3263,67.2210,18.9896,0.1142,424.3410,55.7638,18.1292,0.1427,0.8604,0.1827,2525.0000,4479.0000,False
637.7157,7.6676,18.9923,0.0131,348.6234,2.5291,18.3426,0.0079,0.6497,0.0152,2367.0000,2814.0000,False
635.7929,7.6529,18.9956,0.0131,380.5253,2.7305,18.2475,0.0078,0.7481,0.0152,2280.0000,5195.0000,False
634.4777,7.6320,18.9979,0.0131,351.8900,2.5571,18.3325,0.0079,0.6654,0.0153,2361.0000,3873.0000,False
634.0749,9.5651,18.9985,0.0164,371.1009,2.6468,18.2748,0.0077,0.7238,0.0181,3745.0000,5424.0000,False
632.0766,7.6101,19.0020,0.0131,354.4520,2.5856,18.3246,0.0079,0.6774,0.0153,2072.0000,4115.0000,True
630.9824,7.5927,19.0039,0.0131,344.3336,2.5300,18.3561,0.0080,0.6478,0.0153,3368.0000,3074.0000,True
628.4454,7.5619,19.0082,0.0131,388.7216,2.8352,18.2244,0.0079,0.7838,0.0153,594.0000,3301.0000,True
627.9005,7.5520,19.0092,0.0131,395.4909,2.8213,18.2057,0.0077,0.8035,0.0152,1824.0000,3040.0000,True
627.3793,7.5607,19.0101,0.0131,371.1502,2.6909,18.2746,0.0079,0.7354,0.0153,3498.0000,2068.0000,True
621.0304,7.4709,19.0211,0.0131,372.8124,2.6815,18.2698,0.0078,0.7513,0.0152,2942.0000,2530.0000,True
618.4793,7.4519,19.0256,0.0131,388.2528,2.7991,18.2257,0.0078,0.7999,0.0152,4943.0000,2547.0000,True
617.3261,7.4231,19.0276,0.0131,346.5486,2.5088,18.3491,0.0079,0.6785,0.0152,4196.0000,3779.0000,True
615.5476,7.4071,19.0307,0.0131,332.6979,2.4194,18.3934,0.0079,0.6374,0.0153,5058.0000,4989.0000,True
608.1698,7.3195,19.0438,0.0131,368.3583,2.6491,18.2828,0.0078,0.7610,0.0152,2163.0000,1554.0000,True
607.4636,7.3123,19.0451,0.0131,349.6848,2.5194,18.3393,0.0078,0.7058,0.0152,2924.0000,2137.0000,True
607.4245,7.3136,19.0452,0.0131,368.9308,2.6565,18.2811,0.0078,0.7640,0.0152,3406.0000,3638.0000,True
602.8844,7.2534,19.0533,0.0131,385.4838,2.7521,18.2335,0.0078,0.8198,0.0152,2325.0000,3015.0000,True
601.9340,7.3042,19.0550,0.0132,391.5796,2.9203,18.2164,0.0081,0.8386,0.0155,3575.0000,378.0000,True
600.2417,7.2436,19.0581,0.0131,364.5796,2.6598,18.2940,0.0079,0.7641,0.0153,893.0000,3504.0000,True
599.9401,7.2138,19.0586,0.0131,351.6216,2.5297,18.3333,0.0078,0.7253,0.0152,2509.0000,5117.0000,True
599.3204,7.2398,19.0598,0.0131,366.7910,2.6410,18.2875,0.0078,0.7723,0.0153,1330.0000,2925.0000,True
598.3520,7.2041,19.0615,0.0131,345.3346,2.8195,18.3529,0.0089,0.7086,0.0158,4441.0000,2913.0000,True
592.8948,7.1539,19.0715,0.0131,372.4295,2.6813,18.2709,0.0078,0.8006,0.0153,1357.0000,2476.0000,True
591.4320,7.1280,19.0741,0.0131,347.7291,2.5105,18.3454,0.0078,0.7287,0.0153,3438.0000,2174.0000,True
590.2437,7.1081,19.0763,0.0131,360.9644,2.6212,18.3048,0.0079,0.7715,0.0153,3929.0000,1917.0000,True
585.3956,7.0680,19.0853,0.0131,368.7706,2.6637,18.2816,0.0078,0.8037,0.0153,4088.0000,2723.0000,True
580.2509,6.9970,19.0949,0.0131,356.3061,2.5445,18.3189,0.0078,0.7759,0.0152,2498.0000,1089.0000,True
577.4555,39.5749,19.1001,0.0744,352.0442,23.4958,18.3320,0.0725,0.7681,0.1039,3239.0000,3601.0000,True
577.4334,6.9510,19.1001,0.0131,332.8529,2.4004,18.3929,0.0078,0.7073,0.0152,1617.0000,1759.0000,True
576.9448,6.9809,19.1011,0.0131,228.0654,1.6990,18.8034,0.0081,0.2977,0.0154,385.0000,3251.0000,False
